image_path,label,category,split,xmin,ymin,xmax,ymax,width,height
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0731614.jpg,707-320,Commercial,train,35,201,1152,513,1200,807
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0582363.jpg,707-320,Commercial,train,0,144,993,426,1000,678
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1082409.jpg,707-320,Commercial,train,3,43,1021,582,1024,704
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/2031775.jpg,707-320,Commercial,train,14,110,1178,541,1200,822
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0950991.jpg,707-320,Commercial,train,143,272,915,516,1024,700
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0869722.jpg,707-320,Commercial,train,7,166,986,447,1000,678
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0979376.jpg,707-320,Commercial,train,11,145,1022,491,1024,702
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1002439.jpg,707-320,Commercial,train,117,187,1006,437,1024,697
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0864665.jpg,707-320,Commercial,train,0,246,676,461,1024,695
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1207591.jpg,707-320,Commercial,train,9,188,1195,510,1200,824
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0582372.jpg,707-320,Commercial,train,5,159,995,436,1000,678
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0729223.jpg,707-320,Commercial,train,80,156,998,409,1024,699
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1319365.jpg,707-320,Commercial,train,5,181,1195,501,1200,822
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0548719.jpg,707-320,Commercial,train,6,131,953,486,1024,695
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0577855.jpg,707-320,Commercial,train,7,164,991,425,1000,678
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1423583.jpg,707-320,Commercial,train,7,186,1197,524,1200,812
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1187431.jpg,707-320,Commercial,train,11,191,1190,504,1200,812
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0610657.jpg,707-320,Commercial,train,38,176,926,477,1024,703
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0869742.jpg,707-320,Commercial,train,4,159,998,424,1000,678
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0687610.jpg,707-320,Commercial,train,26,134,968,431,1024,699
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1042021.jpg,707-320,Commercial,train,136,170,892,382,1024,703
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0482761.jpg,707-320,Commercial,train,9,215,1269,590,1300,861
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0064933.jpg,707-320,Commercial,train,14,59,799,333,800,494
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1019011.jpg,727-200,Commercial,train,19,237,993,465,1000,678
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0732456.jpg,727-200,Commercial,train,1,141,993,451,1000,678
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0218039.jpg,727-200,Commercial,train,16,212,970,416,1024,657
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/2223757.jpg,727-200,Commercial,train,134,15,862,759,1024,780
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0983618.jpg,727-200,Commercial,train,40,231,989,441,1024,695
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1327285.jpg,727-200,Commercial,train,26,225,1005,468,1024,695
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0065840.jpg,727-200,Commercial,train,0,46,718,463,800,516
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0980196.jpg,727-200,Commercial,train,11,231,1006,451,1024,695
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0995286.jpg,727-200,Commercial,train,6,184,989,493,1000,678
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1514487.jpg,727-200,Commercial,train,5,245,1190,518,1200,822
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0213505.jpg,727-200,Commercial,train,5,220,1001,416,1020,613
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1459191.jpg,727-200,Commercial,train,10,245,1187,520,1200,812
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1063986.jpg,727-200,Commercial,train,54,264,976,415,1024,699
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0056337.jpg,727-200,Commercial,train,11,220,980,444,1000,681
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0409532.jpg,727-200,Commercial,train,39,247,1311,576,1350,817
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0771164.jpg,727-200,Commercial,train,9,152,998,450,1000,679
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0632010.jpg,727-200,Commercial,train,9,196,997,402,1024,696
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0901504.jpg,727-200,Commercial,train,5,192,999,452,1000,679
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0063052.jpg,727-200,Commercial,train,5,126,794,313,800,508
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0143080.jpg,727-200,Commercial,train,92,125,892,450,900,592
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1089989.jpg,727-200,Commercial,train,88,207,990,438,1024,699
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0907359.jpg,727-200,Commercial,train,14,165,990,547,1000,679
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0875281.jpg,727-200,Commercial,train,9,200,992,422,1000,678
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1197395.jpg,727-200,Commercial,train,31,228,1009,460,1050,729
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1149060.jpg,727-200,Commercial,train,9,214,994,426,1000,678
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1059846.jpg,727-200,Commercial,train,57,244,985,468,1024,696
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0786258.jpg,727-200,Commercial,train,12,229,1021,457,1024,695
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1512865.jpg,727-200,Commercial,train,38,223,1004,443,1024,719
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0523223.jpg,727-200,Commercial,train,4,215,998,454,1000,679
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1115308.jpg,727-200,Commercial,train,8,191,990,459,1000,678
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1739565.jpg,727-200,Commercial,train,11,206,997,423,1000,679
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0994986.jpg,727-200,Commercial,train,9,189,1017,418,1024,715
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0193983.jpg,727-200,Commercial,train,189,188,886,349,1000,698
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0822348.jpg,737-200,Commercial,train,8,75,994,442,1000,678
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1152739.jpg,737-200,Commercial,train,65,125,1152,560,1200,832
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0907429.jpg,737-200,Commercial,train,1,70,992,486,1000,679
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0209554.jpg,737-200,Commercial,train,17,119,1005,561,1020,737
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1187709.jpg,737-200,Commercial,train,10,186,1017,534,1024,695
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0847273.jpg,737-200,Commercial,train,29,222,1481,728,1500,1012
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0923506.jpg,737-200,Commercial,train,9,78,999,502,1000,678
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0059101.jpg,737-200,Commercial,train,14,67,743,354,800,519
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1548405.jpg,737-200,Commercial,train,14,178,1488,720,1500,1012
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0438655.jpg,737-200,Commercial,train,9,117,995,499,1000,679
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0921022.jpg,737-200,Commercial,train,4,145,992,497,1000,679
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1094669.jpg,737-200,Commercial,train,118,157,1015,478,1024,695
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0198443.jpg,737-200,Commercial,train,2,23,1004,569,1024,665
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0851647.jpg,737-200,Commercial,train,2,148,1016,514,1024,695
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0247942.jpg,737-200,Commercial,train,27,149,1187,540,1200,716
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0564495.jpg,737-200,Commercial,train,68,105,971,487,1024,695
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0826475.jpg,737-200,Commercial,train,56,138,963,484,1024,718
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0065422.jpg,737-200,Commercial,train,28,60,894,387,900,578
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1189268.jpg,737-200,Commercial,train,39,173,996,515,1024,717
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0054367.jpg,737-200,Commercial,train,2,180,839,538,971,740
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1918572.jpg,737-200,Commercial,train,21,114,997,460,1024,695
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0337947.jpg,737-200,Commercial,train,13,146,995,463,1000,679
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1143132.jpg,737-200,Commercial,train,4,137,991,478,1000,678
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0789826.jpg,737-200,Commercial,train,57,144,994,489,1024,695
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1942698.jpg,737-200,Commercial,train,70,193,1040,536,1100,782
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0458661.jpg,737-200,Commercial,train,11,118,990,477,1000,679
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0447807.jpg,737-200,Commercial,train,9,111,987,469,1000,679
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0074464.jpg,737-200,Commercial,train,25,57,785,355,800,494
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1296896.jpg,737-200,Commercial,train,7,110,1193,541,1200,817
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0056331.jpg,737-200,Commercial,train,30,146,944,476,1000,703
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0592977.jpg,737-200,Commercial,train,160,264,1166,687,1200,805
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0610653.jpg,737-200,Commercial,train,4,161,1540,735,1600,929
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0523229.jpg,737-200,Commercial,train,6,142,996,485,1000,679
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1899111.jpg,737-300,Commercial,train,36,232,1066,477,1100,762
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0069776.jpg,737-300,Commercial,train,18,100,761,357,800,505
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0569402.jpg,737-300,Commercial,train,54,229,1224,615,1250,884
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1538841.jpg,737-300,Commercial,train,5,157,1312,602,1320,892
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0830001.jpg,737-300,Commercial,train,5,107,999,488,1000,678
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1323729.jpg,737-300,Commercial,train,16,211,1009,475,1024,695
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0799595.jpg,737-300,Commercial,train,8,146,998,481,1000,678
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1110775.jpg,737-300,Commercial,train,5,136,992,491,1000,678
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1393334.jpg,737-300,Commercial,train,18,110,1009,447,1024,695
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0728390.jpg,737-300,Commercial,train,25,27,1198,652,1200,833
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0907408.jpg,737-300,Commercial,train,6,109,979,471,1000,678
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1396876.jpg,737-300,Commercial,train,14,207,1590,730,1600,1079
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0492497.jpg,737-300,Commercial,train,5,110,976,496,1000,679
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0097935.jpg,737-300,Commercial,train,85,137,858,501,898,616
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1691783.jpg,737-300,Commercial,train,3,157,1015,472,1024,695
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0278443.jpg,737-300,Commercial,train,1,165,947,477,1024,642
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0090868.jpg,737-300,Commercial,train,83,65,898,371,900,500
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/1927313.jpg,737-300,Commercial,train,6,170,1192,534,1200,812
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0178292.jpg,737-300,Commercial,train,27,152,992,456,1020,678
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0114409.jpg,737-300,Commercial,train,11,73,790,358,800,518
/Users/marwahfaraj/.cache/kagglehub/datasets/seryouxblaster764/fgvc-aircraft/versions/2/fgvc-aircraft-2013b/fgvc-aircraft-2013b/data/images/0986161.jpg,737-300,Commercial,train,2,76,1015,490,1024,695
